S.No,Comments,Label
HATE_2538,hi akka nen nunnu chusanu,non-hate
HATE_2539,miru famous ayipoyaru akka,non-hate
HATE_2541,superrr vunnav,non-hate
HATE_2542,chala great andi ila cheyalanty chala dare vundali,non-hate
HATE_2543,sisternelanti vaallu thaluchukuntey condecterley kaadhu collectorlu avthaarukalaakarulavtharuneku suport chestunna ne family kia p s r t c ki ne tharupuna thanks cheptunna,non-hate
HATE_2544,sridevi drama company jaan se madam super bellary district sandur taluku,non-hate
HATE_2546,village piilla super,non-hate
HATE_2547,eddaru super,non-hate
HATE_2550,city akka bala vastaaru akka miru mi out fit super ga akka love you so much akka,non-hate
HATE_2551,green dress sis super ga chesaru,non-hate
HATE_2552,village ammayi super,non-hate
HATE_2553,city akka supper,non-hate
HATE_2554,ya meru cheyagalaru jai janasena,non-hate
HATE_2555,correct ga chepparu sir next time meru cm kavali,non-hate
HATE_2556,kulam ane godala meedha ye system nilapadadhu,non-hate
HATE_2557,pichi hospital lo join avara ayomayam,hate
HATE_2558,malli kapu card pattukunnav kada,hate
HATE_2559,me kastam palinchali sir,non-hate
HATE_2560,padavi kulaniki kaadhu sir capability and charector unna manishiki stop talking about caste,non-hate
HATE_2561,ok mari maa sc cast ki esthava siggu undali,hate
HATE_2562,kulam gurinchi matladakunda eeyana meeting complete avvadu,hate
HATE_2563,bongemi kaadu muyyara salu puka,hate
HATE_2564,ayya kulaala gajji vadhulu nee straataji baaga ledhu nuvv saadhinchalev,hate
HATE_2565,kalyan ram garidi cinemalo one man sho,non-hate
HATE_2566,movie superb malli malli chudalanipstundhiiii super super super,non-hate
HATE_2567,movie aithe chaala ante chaala bagundi part kooda twaraga vachi gana vijayam sadinchali thank you kalyan ram garu and vassishta garu chaala baaga thisaru ituvanti kotha kotha movies inka yenno cheyyalani manaspurthiga korukuntunnanu,non-hate
HATE_2568,cinema motham super andulo ee scene inka highlight,non-hate
HATE_2569,wow charan very handsomechala slim ga vunnav bhale muddhu vasthunnavmaa chiru anna koduku ante naku chala istam,non-hate
HATE_2570,koncham over action ekkuva undi ra anu deep needi,hate
HATE_2571,over action chayakandi ra pal laga migilipotaru,hate
HATE_2572,mi over action meru,hate
HATE_2573,eddari avataralu bale unnai ra baffun la,hate
HATE_2574,asallu emi undi ra swamy jathi rathnallu sollu comedy malli part two ante anthe kathajanelle chachipotharu,hate
HATE_2575,ggajuwaka pilla memu gajulollam kada super performance all the best,non-hate
HATE_2576,aa paata rojula record dance malla start ittayi,non-hate
HATE_2577,super madam dance chala bagavesaru,non-hate
HATE_2578,avnu nenu mimmalni chusanu chaala sarl,non-hate
HATE_2579,nv chala mandhi ki inspirational eppudu,non-hate
HATE_2586,johnny master a movie choreography chesthe aa movie lo signature step pan india avalsindhi,non-hate
HATE_2587,vere level lo undhi performance looking very handsome,non-hate
HATE_2589,bass jaani sir nuvvu e song ki cheyyaka pothe waste e song,hate
HATE_2591,nuvvu thopu raaaaaa bhai,non-hate
HATE_2592,jani anna rc annatho kalisi hero ga cheste choodaalani vundhi,non-hate
HATE_2593,style ga unav anna,non-hate
HATE_2594,neelaga andaru allo chinchali anna,non-hate
HATE_2596,anna nv janasena lo join antha ap lo next level untad,non-hate
HATE_2597,devududevudini chudafaaniki enduku raaraiah,non-hate
HATE_2598,craze aa nijaythi undi anna adi telusukuni matladu anna,hate
HATE_2599,ycp lo meeru emi cheyaleru jsp lo neeku nachhinattu vundavachhu,non-hate
HATE_2600,nuvvu jenasena lo cherali bro,non-hate
HATE_2601,sudheer ni timingi timing anna,non-hate
HATE_2602,twaralo telugollanta pichollawutaaru,hate
HATE_2603,sudder jafaa,hate
HATE_2604,e lavadalo jokulu kampu chesaru kada ra youth ni,hate
HATE_2605,comedian ante hyper adhi la vundaali suddheer gaadu same joke prathi program lo vaaduthaadu veedu assalu comedian kaadhu,hate
HATE_2606,verry pappa akhil,hate
HATE_2608,nakenti bhayya nazriya matladthunte manchu akka matladthunattundi,non-hate
HATE_2609,chala ibandi pettavu anna nuvvu maa chiru garini,hate
HATE_2610,sorry to say but chinna events ki velthe ilaney jarugutundi,hate
HATE_2611,arey babu memu chinnappati nunchi chiru fans pls dont hurt us first chiru next evarina maaku,non-hate
HATE_2612,eee generation ki…mee value telidhu sir…,non-hate
HATE_2613,areyy vanni mental hospital loo join cheyyadraaa,hate
HATE_2614,naku boothulu vasthunnay chiranjeevi anthati vyakthine vere vallaa laga imitate cheyyamantunav n,hate
HATE_2615,banisa la unnaru kadara meeru me overacting,hate
HATE_2616,edo audio function ki vacha kadha extralu chaste kaya kosta,hate
HATE_2617,mee movie hit avvadam chala happy gaa vundhi sir all the best kalyan ram garu,non-hate
HATE_2619,anna prabhas annani amina ante assalu baagodu,hate
HATE_2620,dongathananga kaadhu anna paisal bengi ichhindi ala cheppandi,hate
HATE_2622,assembly lo thittukodanike miru vachedhi,hate
HATE_2624,mi nanna ni chepinadi nivera,hate
HATE_2626,appudu me nanna kapadindu yanni thappulu chasina ur father knows your character andhuke nuvvante ayanaki estam ledhu,hate
HATE_2628,sometimes nuvvu vacchinanduku chala feel avutunna ninnu ilanti position lo vunchina naaa lanti die hard fans ni chustunte anna,non-hate
HATE_2629,ilanti comedy valle movie flop aindhi,hate
HATE_2630,andhuke cinima utterflop aindhi nithin anna chala careful ga select cheskovali scripts,non-hate
HATE_2633,chi pooja hegde tho polika anti aame kante meere baaguntaaru,non-hate
HATE_2635,ammai heroine la try chesthe bagundu super undi,non-hate
HATE_2636,beautiful ammai ni pattu konae verae name tho enduku pilustaru,non-hate
HATE_2637,anchor nuvvu super ga vunnavu,non-hate
HATE_2638,vagdhevi nuvvu heroinega prabhas gari tho heroinega cheyyandi superga vuntundhi prabha vs vagdhevi,non-hate
HATE_2640,anna e video sarla chusina thandri kodukulo madhya unna prema super ma dhisti thaguluthundhi emo bhaya amithundhi,non-hate
HATE_2641,bahusa father and son antey ilagey vundalemo great father and good son,non-hate
HATE_2642,yes annaramcharn great meetharvatha rc okkade,non-hate
HATE_2643,ma charan annayya baghunnadhu love you dad,non-hate
HATE_2644,antha ma ramcharan annaya manchitanam,non-hate
HATE_2645,goppa vaari kadupulogoppa vaare pudataaruanna maata mea visayam lo corect,non-hate
HATE_2646,andharki daddy laki kodkulu pudtharu kani mega star gariki manchi vaadu puttadu,non-hate
HATE_2647,prabhas antey oka level and oka range,non-hate
HATE_2648,prabhas ki shoulder leg surgery chesaruu then how can he maintain six pack body he also human being i think now recent prabhas pics r good,non-hate
HATE_2649,bahubali time antha baganey unnav anna tharwatha ee sahoo ki radhe shyam nachinatlu frnds tho sitting uu food padypoyav anna ayina sarey darling ee no one,non-hate
HATE_2652,anna plz pellichesuko sir age plz anna,non-hate
HATE_2653,crying kadhu ekkuva thagesi vunnadu,hate
HATE_2657,fans ki rowdies anna tagline pettinodu prematho arey anadam tho thappu ledu,non-hate
HATE_2659,fans ki respect ivvslira arye ntira,hate
HATE_2660,arey memu ticket konte ne ra ne chethilo mike nuvvu nilabade stage,hate
HATE_2661,vijay devarakonda is my attitude heroandharu hero lu okalaga unte vijay matram vere laga untadulets support him,non-hate
HATE_2662,rendu cinemala ke kallu nettinekkinay,hate
HATE_2665,andhuke dhula baga thirindhi annaaaa,hate
HATE_2666,picha na kodaka vinipisthunda ra vijay ga,hate
HATE_2668,friendly ga annadu,non-hate
HATE_2670,box office amma mogugu charan anna,non-hate
HATE_2672,naku chala istam anasuya,non-hate
HATE_2673,epudu anna video asalu,non-hate
HATE_2674,inkenni rojulu wait cheyali bro,non-hate
HATE_2677,kcr katham inka,hate
HATE_2680,pspk andarini encourege chestadujai janasenani,non-hate
HATE_2683,cinema industry ka king kalyan annaya,non-hate
HATE_2684,bajana party gallu kalyan garini vadu kuntunnaru andharu,hate
HATE_2685,election time lo ni kallu poyaya,hate
HATE_2686,mundhu ne cinema lu chusukora,hate
HATE_2687,ituvantivi matlade cinemalu nashanam chesukuntunnav,hate
HATE_2688,vadu baney unnadu nuvvu chusko nedi,hate
HATE_2689,ede ithey adi rgv nijaallu baga oppukuntaaru,non-hate
HATE_2690,rgv tho antha veasyy kaadu,non-hate
HATE_2692,frist time chusthunnara rgv okarini ela unnaru ani aduguthe,non-hate
HATE_2693,yadhava ni yadhava laage treat chesthaaaru,hate
HATE_2694,maa veedhilo prathi roju chettha theesukelle bandi vasthuni vaallu cheptharu thadi chettha oka vaipu podi chettha oka vaipu veyandi ani kaani ee chetthani ye vaipu veyyalo cheppaledu,hate
HATE_2695,nuvuu edhava sir edhi naa,hate
HATE_2696,vedava ki brand ambassador sir miru,hate
HATE_2697,harsha inner felling madhya lo veedu arustunadu,non-hate
HATE_2698,ma manasulo feeling mere cheppasaru,non-hate
HATE_2699,enno kullu jokulu chusna bhayya kani idi peaks,non-hate
HATE_2700,ee styles and mannerisms present andaru vaduthunnaru mana industry lo,non-hate
HATE_2704,mee ayya farmhouse unte mee ml lu appudaina mee ayyani chusindra lolly ga,hate
HATE_2706,naa sanka naku mari,hate
HATE_2709,comparison bagundhi kaani result matuki bigboss result avvakudadhu blockbuster hit kottali,non-hate
HATE_2710,alaga pogidikoni seda dengaru andaru,hate
HATE_2712,ee vaakhyam rrr lo ram charan jail scene dheggara vaadaru,non-hate
HATE_2714,paytm kukkalu ekkada idi kuda cbn gare plan chesaru antaremooo,hate
HATE_2719,andra prajalaku siggu undali sontha amma nu chellini patinchukoleni vadu meemanli chusukuntadu,hate
HATE_2720,nice ga side ayaru mi ru jagon kiladilu,hate
HATE_2721,eppudaina mi putra ratnam gurinchi nijam cheppandi vijayamma gaaru,non-hate
HATE_2722,amma correct ga cheppaavu mi koduku antha donga ippudaina nammu talli,hate
HATE_2725,aat tatha on fire,non-hate
HATE_2726,meeru super sir,non-hate
HATE_2727,jayamu jayamu chandranna jayamu neeku chandranna,non-hate
HATE_2730,ram entra babu intha andamga undau super,non-hate
HATE_2731,lips thin ga unte baguntundi,non-hate
HATE_2732,krithi please nee pallaku clips veyinchuko teeth chala munadariki vachay,hate
HATE_2735,suma em maraledu ade over action,hate
HATE_2736,cinema dobbaka aduku tinnanndi eddaru,hate
HATE_2737,rana garu miru chala simply star,non-hate
HATE_2739,okka goppa director chudadam kantay adrustam em vuntundi mi ashishishulu tarak sir ki vubdali,non-hate
HATE_2740,e paata lo jr ntr nataniki deshame daasoham ayyindi,non-hate
HATE_2741,e okka song tho movie vere level ku velipoindhi,non-hate
HATE_2743,mee lantivaalla matalu inspiring ga vuntai…god blessed us with more knowledge by sent people like you,non-hate
HATE_2744,devudu manishi kanna goppa,non-hate
HATE_2746,pitchi pk neeku neemeede nammakam ledhu you only belive ncb,hate
HATE_2747,yem matladuthunnav ra naralu kattai poiniy neeku lekkalenduku ra ayya weekend politician,hate
HATE_2748,samsaram cheyaganey pillalu puttaru sir wait for good result,hate
HATE_2751,yendira nayana yitla vundipower star actions chusthunte goosebumps vasthunayi india lo all records smash ayyela vunnayi,non-hate
HATE_2753,wow super sir e cinema chla pedda vijayam avvli me fans ki panga chesukovali sir hbd sir,non-hate
HATE_2754,adhe better anthe kaani life long savings one day lo waste cheykudadhu lifelong entha karchu avthundho aa oka roje antha karchu pedathaaru chaala mandhi,non-hate
HATE_2756,own party ni yem peeekaleka yevadiki ichhhi vaaadi kindha bhanisalaga undatam meee vamsanike,hate
HATE_2757,blood breed veru mental certification kuda,hate
HATE_2758,adhoka vamsamveedi dabbalu veedu,hate
HATE_2759,e family dabba manuko vayya bul bul chala mandi ki records vunnai edo mi family goppa migitha family sankara jathi ani anadam comnsence ledhu ani ni certificate chepthundi mi family lo ntr ela vuntadi kalyan ram nv marav nv manshiva balayavva ani antaru ma side,hate
HATE_2760,orey jaffa bul bulgo and buffalo muddilo paduko,hate
HATE_2761,mi vamaham mohanbabu vamaham tarvathe ra sollu ga,hate
HATE_2762,ore sollu apura,hate
HATE_2765,annayya nuvvu sucess ayyalani manasara korukuntunna iam from vizianagaram,non-hate
HATE_2766,all the best annya aaani hard work apudu ki waste kadhu sir jai janasena,non-hate
HATE_2767,ravaali pavanjai janasena,non-hate
HATE_2769,baga kastapadutunnav brother super,non-hate
HATE_2770,daya chesi okka chance evvadi pawan kalyan gaariki am from banglore,non-hate
HATE_2772,ntr ni cm ga chudalitatayya paruvukosam,non-hate
HATE_2774,ntr garu miru chala pedda artist matldalisochinappuduthagginchi matladandi adigunapudu odiguntame manchidi,non-hate
HATE_2775,mamauluga undhadhu mari ntr anthe,non-hate
HATE_2779,adhi ento nuv wrong family lo unnavu bronee speech lo compulsoryga social responsibility untundhihats off to you,non-hate
HATE_2781,manoj okkade odd man out in manchi family,hate
HATE_2782,manchu family ki inka respect undi ante adi only nee valle manoj anna,non-hate
HATE_2783,manchu family ni nvve kapadali anna,non-hate
HATE_2784,manchu family paruvu kapade manishi nuvvu okkade anna,non-hate
HATE_2785,nenu oka ntr fan ga chepthuna heart touchesaru sir mee speech tho hats off sir,non-hate
HATE_2787,manchi cinema ni prathi okkaru aadaristaruall the best nikhil have a bright future,non-hate
HATE_2788,ippati varaku peddha heroes ki chinna actors kaka pattaru ika nunchi pedda heroes thodalu kottada lu meesaalu meda gokkodalu manesi chinna heroes ki value iche time vachesindhi,non-hate
HATE_2789,samudramlo alalu aagavu harsha anna ki anna meeda prema chavadi,non-hate
HATE_2791,nna nuv chesina help ki vallaku edho oka chinna avasaralaku panikosthundhi harsha sai love you anna,non-hate
HATE_2792,anna nee voice ante naku chala istam,non-hate
HATE_2794,smile chudanidhe venakki thaggavu bro nuvvu,non-hate
HATE_2796,vinayaka chavithi subhakanshalu harsha sai,non-hate
HATE_2797,harsha anna ni kalavaali okkasaraina,non-hate
HATE_2799,hi harshahappy vinayaka chavithi life long nuv happy ga undalaniaa devunni korukuntunna saimay god bless u harsha,non-hate
HATE_2800,hii bagunnara harsha sai garu meku mee team members ki happy vinayaka chavithi,non-hate
HATE_2804,chiranjeevi be like arey em matladuthunnavra,non-hate
HATE_2806,evari cheppulu moyataniki prajalu ninnu gelipinchaledu bandi,hate
HATE_2811,em bathuku ra nidhi oka mp vi state president vi nuv slippers moyadam entra vedhava telangana ijjath tisinav,hate
HATE_2814,naku prabhas anna ento rana anna kuda antey,non-hate
HATE_2817,e desham lo anni rajakiya nayakula vigrahalu ilagey padipovali,non-hate
HATE_2818,ee desham lo politians purugulu paati nasinam kavali,hate
HATE_2822,pavitra baga denguchiko naresh tho,hate
HATE_2823,pavitra ni gudda awesome ni age ni figure ki salute,hate
HATE_2826,nalla baalu nuvvu evadara jagan anna ni tidava,hate
HATE_2828,konda anna mi attitude ki salute,non-hate
HATE_2833,sharmila nuvvu ooriki ki poyi record dancelu cheskho,hate
HATE_2834,movie peru lanjas samanthamanchu vishnu swara bhaskarmanuch akkaanasuya,hate
HATE_2835,anasuya lavada mokahi ellu aunty anukunda babu annala,hate
HATE_2838,venkat reddy ki buddi pagilindi anudke noru mosukohni vundali,hate
HATE_2840,siggu vundali amma jagan lanti erripuk kanna anduku,hate
HATE_2841,kcr vadu vadi banda karre muku esjoni ma modi tho callenge ha,hate
HATE_2847,rajakeeyanayakulu kuda lanjala ey vellu party marututaru vallu illu marutaru,hate
HATE_2848,kodali nani ki caste pichi valla kulum ayithey pellam kuda gift gah istharu,hate
HATE_2849,mamulu ga evvaledhu ga anchor anna,non-hate
HATE_2850,jai cbn jt sr ntr nenu mi tdp supporter na pranam istha,non-hate
HATE_2854,sitharaman oka sudda pappun siggu ledhu asla mms valla india ela atani economic policy valle india trillion economy ayindhi,hate
HATE_2855,nuvvu poyyi modi modda cheku mms oka great econmist ani prapamcham anukondhi antanu lekunte india ledhu,hate
HATE_2856,edhi carect kadu modhi garu papam kovindh garini ala avamanaparachadam carect kadu,hate
HATE_2861,bandi sanjay ni bandi lo vunna engine degindhi andhukey pichi pichi matladutunnaru,hate
HATE_2862,rohit sharma kulubothu na koduku asia cup kuda tesukorale malla vadini virat lo poluchutaru,hate
HATE_2863,indian player aata radhu padhu semifinals piles anni modalo jabbulu vachi odipotaru,hate
HATE_2864,asla semi finals vache saraki prathi vadu moddalo gameolay anni appudey bayathutahai,hate
HATE_2865,middle order marchu vinnale world cuo degindhi asia cuo dengindhi poyi gully circket adukondi,hate
HATE_2866,bhuvi adhey th over lo madien cheasaru enti moddalo srh key adhey ki maiden kuda avasaram ledhu oka runs ichi dengi match odipincharu,hate
HATE_2878,love story muddulu kadu sannivesam site ranam lo scenes lo love chala baga chupicharu movie,non-hate
HATE_2881,ee movie theatre lo chudakapote tarwata mere feel avutaru excellent movie,non-hate
HATE_2882,bangaram lanti wife failure kuda supporting ga undi kani veedu vini veshalu,non-hate
HATE_2883,arshadeep ni asla enduku tisukonnario telidhu vadiki simple catches kuda vadili dengaru ha moddalo feilding kante pakistan feilding melu,hate
HATE_2884,vijay shankar anna d anna enti anna na lavadio batting modalo feilding inka no ball eesidenagtuavu nuvvi d enti,hate
HATE_2885,snow family ela bathukundhi ante burdha pandi bathukundhi nenu bathuthunnanu,hate
HATE_2886,kl rahul ipl baga adutavu india ki moda laga adutavu preity tho night out ha enti,hate
HATE_2887,preity zinta oka bazzar kukka team tesukovadam kuda radu,hate
HATE_2888,kavya papa circket meda avagahana ledhu ma aubction dengi mataldutnadhi,hate
HATE_2889,vijay mallya nirav modi kapadindhi bjp malla ha baate shah gadu nak emtelidhu antaru,hate
HATE_2890,rey yendhuku ra puri garu cheppindhi okkati miru chupinchedhi inkotirava annadu puri garu dhani vere laga cheptharu andhuku ra,hate
HATE_2891,tyson rey puri inko sari ni mokham choopistahe egiri egiri dengutha,hate
HATE_2892,naarappa theatre lo vachedi unde motham kcpd untunde,non-hate
HATE_2901,rip sunaayesena maranam chaala goppa vyakthi and even abdul kalam died in the same way,non-hate
HATE_2902,valla husband koda intha la thalchukodura nayana,non-hate
HATE_2903,sooraj oka rapist malla sulli bhai suport okati,hate
HATE_2904,jihah khan sucide ki karanam sooraj altanchdi sulli bhai mafia support free vare ammailtho dengithunaru,hate
HATE_2905,sooraj inka valla daddy oka rapist rapist family gudda mi dabbulu valla safe malla modi give respect to women anta,hate
HATE_2907,tega feel ayitunnadu adhe vere hero ayithe notikochinattu vaagutunde,non-hate
HATE_2908,anna ni fan nenu evi niki anavaram,non-hate
HATE_2909,vd gudda mi ekkuva attidude andheukey movie assam ki dengindhi,hate
HATE_2910,ore teenmar mallanna pedda thopula feel kaku,non-hate
HATE_2911,mundhu nuv e cinemala gurinchi apu ayya nduku niku respect ivaniki radhu m radhu,non-hate
HATE_2912,flop ante eante bayya neku thilusa nuvvu thisava movie nuvvu produce chesava nuvvu chusava ne abba nuvvu chudara movie first,non-hate
HATE_2914,kcr niku baga ekkuva ayidhi anni moukni cm avvu next karre mukku ki cm endhuku ra lanje boss,hate
HATE_2915,basavaraj oka daridurudu hindu ante challu vadu rapist ayina parle vadithine kapuran chestharu,hate
HATE_2916,modi ki cheppu neku oka yogi ante chaalu nee vuncha kuda tagutaru,hate
HATE_2922,pragya thakur oka dogga baba dani endhuku mp ayindho telidhu pichipuk janalu andhey north india ala vundhi,hate
HATE_2933,sonam kapoor ni rape nadhi road o vadhileyala,hate
HATE_2934,alia bhatt cheshe overaction ki hatsoff,non-hate
HATE_2935,first koja johar ni india nunchi tarmidengithe sangam pedha pothadhi,hate
HATE_2937,alsa janalu erripuk galu jagan ni cm cheyadam enti,hate
HATE_2946,pichi lanjakodukuvi chandra babu kali gotiki saripovu,hate
HATE_2947,hero ni baga encourage chestundi papa,non-hate
HATE_2948,cr cheralante cr petti movie thiyyali,non-hate
HATE_2950,acting super undhi ga bro just story lo dammu ledh,non-hate
HATE_2951,anusya potti potti dress esukoni expose chesthe hot rape sexy fogure comments tappa em vasthaai,hate
HATE_2954,enti villu ee cinema ni oka bahubali kgf kante ekkuva uhinchukuntunattu unnarupapam picchi vedava,non-hate
HATE_2955,ila extras cheyadam cinema ki karchu pettam so people should pay antaaru,non-hate
HATE_2956,cinema karchulakantey ee karchule ekkuva papam producers ki,non-hate
HATE_2957,mana paisal tovallu njoy chestunnaru mundu manaki buddiledu,hate
HATE_2960,basavraj oka rapist gadini support chesthunnadu endhuku vadu brahmin kabati,hate
HATE_2961,himanata asala siggu ledhu kerjiwal lanti valla pettukovadaniki,hate
HATE_2963,jagan amma vadi dabbulu pettali nanna gudda lo nunchi leppali,hate
HATE_2966,nehru amman denga ni valla india pakistan godava inka vundhi,hate
HATE_2969,lakshmankumar kavali next step is tdp vallu money print cheyakunda adukuntunaru ane press meet pette mare chepatadu,non-hate
HATE_2972,andhra ni dengali ante jagan abivudri ante cbn,hate
HATE_2977,jagan gabbu gadu cbn pettina manchi padakalu ni tolagichi auto valla ki rs esthunnaru,hate
HATE_2978,free ga icchina cinema theatre deggariki kuda evvadu raadu,non-hate
HATE_2979,son of india ticket booking records ni baddalu kottaalani asisthunnanu,non-hate
HATE_2980,aha atna son of india ki theater lo okkadaina unnadu ticket rate penchithe aa okkadu kooda undadu appudu house full kaadu house nill avvuddi,non-hate
HATE_2982,arey meru mi chillaru mokhalu chillaru jokes vaddu ra babu,hate
HATE_2983,jabadrasth oka chillaru show anni double meaing daniki lnja roja inka rashmi,hate
HATE_2984,roja oka noru vunna pichi lanja noru vundhaani edho edho matladthi,hate
HATE_2985,eii yevudra veedu andanga vunnav antunnadu akka antunnadu,non-hate
HATE_2986,jagartha antunadu andham antunadu akka antunnadu ento veedu em ardham kavadam ledhu em antunado ardham kavadam ledhu antha confusing ga vundhi,non-hate
HATE_2987,manamu the dsp magic ni miss avuthunam in audio launches,non-hate
HATE_2988,andhra police meedha eppudo nammakam poyindhi,non-hate
HATE_2992,dolund oka oka daridudu asla valla hate crime ekkuva ayindhi vadi valla vadu vari donga buddi,hate
HATE_2997,bonda uma dhi oka kukka jeevitham adeskha,hate
HATE_2998,sakshi correct eppudu rasindani meeru mee jokulu,non-hate
HATE_2999,cut paste video cut aaeindhi,non-hate
HATE_3002,pk power supplylo meru okka star,non-hate
HATE_3003,na life lo anna ute nenuu vutha,non-hate
HATE_3004,idhi matram correct bro ayana gelavadam maki avasaram simple ga cheppalantenijanga ayana dabbulu sampadhinchalante yearly crores cinemallone easyga earn cheyagaladuyevadiki dabbulu longalsina avasaram ledhu,non-hate
HATE_3005,hatsoff to you bro e mattalu andhru artham chesuko vali,non-hate
HATE_3010,dheeni dhrustilo idhi okkate pedhha sincere politicion migatha vallu time pass chesevalluasal aa body language endhi,hate
HATE_3015,yevaremanukunna cbn gaaru valuable person,non-hate
HATE_3019,poyakalam deggara padinappudu alage chestharu,hate
HATE_3020,bgm tho goosebumps tepinchadu,non-hate
HATE_3023,ennisarlu chusina chudalanipinche great scene idi,non-hate
HATE_3025,vadiki scene lekunna cinema teesinpellam pillala life nashanam chesaduvadini pogadaksina anta scene leduvalla family interview lo enta badha paddari chuste ee elevation undadu,hate
HATE_3026,avasaram a vadiki,hate
HATE_3027,pasaleni personality dhanraj thana comedy kuda em bagundadu,hate
HATE_3028,dhanraj idi edo theda ga undi ee,hate
HATE_3029,hero ipodham industry ni yeledham ante last ki bokka ipotham,hate
HATE_3030,unde money tho manchi mirror konukunivunte intha money loss chesundevadika,hate
HATE_3031,veedu aids patient la untadu hero enti ma karma,hate
HATE_3032,erripuvvu panulu,hate
HATE_3033,ami parvaldhuvedu pedha bokka,hate
HATE_3034,niv hero entra lafoot gs,hate
HATE_3035,painleni producers ki panileni nastalu,hate
HATE_3038,thanks talli koncham naalika mandam laaga undhi,hate
HATE_3042,okkasari chance ivvandi chala manchi manishi cm kavali jai janasena,non-hate
HATE_3043,rastam bagunddali ante pawankalyan cm khavali rastam bagupaduthundhi,non-hate
HATE_3044,correct ga cheppav anna ee vedhavalaki intha alochana ledu em chestham,hate
HATE_3045,poor people ki middle class varu happy ga brathakavachu,non-hate
HATE_3046,ha bokkale veedu vadi babu lage,hate
HATE_3047,bokka laga vundhi movie nd half lekapothe movie oka sari kuda chudalem,hate
HATE_3048,sollu cinema oka move ayina oka splist boxer move ayinatu unda baddakam punch lu lazyy moves,hate
HATE_3049,one more flop hero part of nepotism gang,hate
HATE_3050,chala manchi pani chesaru,non-hate
HATE_3051,pichola gurinchi vinadame gane direct ga epudu e video lo chustuna,non-hate
HATE_3053,nani fans ante mamoluga undadhu mari super love you nani love you,non-hate
HATE_3056,nenu aitey denkapota akkadnunchi,hate
HATE_3057,ami chasarante uday kiran ni champaru vedi nepotism valla,hate
HATE_3058,mem vallani stars chesam inka yem cheyali okka pani cheye bro nuve ne wife ki pawan deggara ampi ne vatha aye potundi k na,hate
HATE_3059,mana paristhithi yenty ante manam mo kudisipoina parvaledu manalo okadu mathram yedagakudadhu,hate
HATE_3060,ikkada kontha mandi paytm langas aduguthunna questions mari vaalani stars chesamu ga orey erripuvvu lara star chesthe assembly kelli bill pass cheyagalara poni central gov nunchi nidhulu theppibchagalara teacher vudyog ichi case lu isthamante chala daridranga vuntadi,hate
HATE_3061,orey black mamba ga vallani pedda stars ni chesam niyabba entha kulapichi vunntey ela matladathava,hate
HATE_3062,kulaaa pechhe fuuga undeanana,hate
HATE_3063,orey manam cinemalu chudabatte vallu luxury ga brathukunnaru ra,hate
HATE_3064,nuv amina chia ra buffalo,hate
HATE_3065,norumuyyura pavala,hate
HATE_3067,appara babu ni kulagaji,hate
HATE_3068,meeru emi chestunnarusollu matalu tappa,hate
HATE_3069,pora pavala,hate
HATE_3070,first puri gariki pattina shane nuvu raku thali rest thisko hayiga,hate
HATE_3071,raaakapoyina parledhu,hate
HATE_3074,chi pove,hate
HATE_3075,konni love stories lo love express cheyyataniki muddu pettukovalsina avasaram undadu,non-hate
HATE_3076,manchiga kurchoni adugu thammudu,non-hate
HATE_3077,love story muddulu kadu sannivesam site ranam lo scenes lo love chala baga chupicharu movie,non-hate
HATE_3078,edi mana kvishwanadh garu eppudoo ennisarlooo chepparu,non-hate
HATE_3079,muddu scene avasaram emundi valla love kanipistundi ga,non-hate
HATE_3080,baga cheppadu,non-hate
HATE_3082,acting super undhi ga bro just story lo dammu ledh,non-hate
HATE_3083,e pichakuntla comments ndhk ra acting super chesadu director falt ani clear ga kanpistuntea,hate
HATE_3084,nuvu velli record chesava loveda,hate
HATE_3086,potaru potaru array,hate
HATE_3087,devudimida jokulu vesina avamanichina chala nasta potaru vinayakudito pettukokuda power full god,non-hate
HATE_3090,nibba reels cheyaku bro,hate
HATE_3092,chala ante chala bagundi bro,non-hate
HATE_3093,bro ni fututr inka machi position ki veltavu bro super ga editing bro,non-hate
HATE_3094,kindha midha upu ma prabhas anna thopu,non-hate
HATE_3095,aaa voice lo unna rajasa yogame vere level jai prabhas anna,non-hate
HATE_3096,over action aapu,hate
HATE_3097,na loveda vikram eedu okka cinemalu hit kagaaney chiranjeevi kanna ekkuva feel ayithunnadu,hate
HATE_3098,mokkam paguludhie,hate
HATE_3099,chattha cinima ra babbu,hate
HATE_3100,edi over action,hate
HATE_3101,telugu vallu ante antha chulakanagaa undha a heroki,hate
HATE_3103,nani anna movie marchukovali,non-hate
HATE_3106,ledhu daddy meere important ani cinema loki vachestha,non-hate
HATE_3107,overaction tho jaanani confuse chestunnaru picchi na k,hate
HATE_3108,anchor be like pichi na kdklni andharu ikkade unnaru,hate
HATE_3109,anchor be like pichi na kdklni andharu ikkade unnaru,hate
HATE_3110,veelu vedi over action,hate
HATE_3111,arey sollu comedy apandraaaa,hate
HATE_3112,edhi yekkadi mass ra mama jai bandla anna,non-hate
HATE_3113,bandla ganesh thopu dammunte evadina apu,non-hate
HATE_3114,balayya devudu,non-hate
HATE_3115,eeee suma overaction rota ga undi,hate
HATE_3117,punch veyyalantaysunil anna tharuvathayeeyavarina,non-hate
HATE_3118,punching falaknama tho easy kaadhu,non-hate
